seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
contig_121478	42276	No terminal repeats	49	11	0.8013	NA	0	0.0000	NA	NA
contig_99884	13875	No terminal repeats	14	11	0.8013	NA	0	0.0000	NA	NA
contig_115459	7604	No terminal repeats	9	11	0.8012	NA	0	0.0000	NA	NA
contig_110277	13918	No terminal repeats	12	11	0.8012	NA	0	0.0000	NA	NA
contig_75688	3591	No terminal repeats	5	11	0.8012	NA	0	0.0000	NA	NA
contig_120107	67430	No terminal repeats	88	11	0.8012	NA	0	0.0000	NA	NA
contig_135818	3893	No terminal repeats	3	11	0.8012	NA	0	0.0000	NA	NA
contig_124395	10898	No terminal repeats	16	11	0.8011	NA	0	0.0000	NA	NA
contig_63738	10841	No terminal repeats	15	11	0.8011	NA	0	1.3299	NA	NA
contig_115554	46757	No terminal repeats	66	11	0.8010	NA	0	0.0000	NA	NA
contig_127446	16540	No terminal repeats	8	11	0.8010	NA	0	0.0000	NA	NA
contig_105881	4363	No terminal repeats	7	11	0.8009	NA	0	0.0000	NA	NA
contig_116641	19633	No terminal repeats	15	11	0.8009	NA	0	0.0000	NA	NA
contig_44161	3442	No terminal repeats	3	4	0.8008	NA	0	0.0000	NA	NA
contig_121442	14843	No terminal repeats	11	11	0.8007	NA	0	0.0000	NA	NA
contig_68045	23231	No terminal repeats	27	11	0.8007	NA	0	0.0000	NA	NA
contig_124927	25899	No terminal repeats	30	11	0.8007	NA	0	0.0000	NA	NA
contig_4000	3303	No terminal repeats	1	11	0.8006	NA	0	0.0000	NA	NA
contig_5403	3729	No terminal repeats	7	11	0.8006	NA	0	0.0000	NA	NA
contig_128114	16030	No terminal repeats	14	11	0.8006	NA	0	0.0000	NA	NA
contig_127178	45075	No terminal repeats	45	11	0.8006	NA	0	0.0000	NA	NA
contig_125467	23065	No terminal repeats	24	11	0.8005	NA	0	0.0000	NA	NA
contig_122585	19813	No terminal repeats	32	11	0.8004	NA	0	0.0000	NA	NA
contig_18325	3730	No terminal repeats	4	4	0.8003	NA	0	0.0000	NA	NA
contig_135699	31576	No terminal repeats	24	11	0.8003	NA	0	0.0000	NA	NA
contig_124572	20490	No terminal repeats	30	11	0.8003	NA	0	0.0000	NA	NA
contig_105173	4285	No terminal repeats	3	11	0.8003	NA	0	0.0000	NA	NA
contig_122370	30064	No terminal repeats	44	11	0.8003	NA	0	0.0000	NA	NA
contig_136778	6112	No terminal repeats	3	11	0.8002	NA	0	0.0000	NA	NA
contig_83936	13641	No terminal repeats	25	11	0.8002	NA	0	0.0000	NA	NA
contig_84743	34427	No terminal repeats	46	11	0.8002	NA	0	0.0000	NA	NA
contig_114288	16696	No terminal repeats	19	11	0.8000	NA	0	0.0000	NA	NA
contig_132690	21782	No terminal repeats	23	11	0.8000	NA	0	0.0000	NA	NA
contig_55971	17530	No terminal repeats	25	11	0.8000	NA	0	0.0000	NA	NA
contig_120886	7823	No terminal repeats	4	11	0.8000	NA	0	0.0000	NA	NA
contig_128065	8800	No terminal repeats	5	11	0.8000	NA	0	0.0000	NA	NA
contig_53219	3307	No terminal repeats	4	11	0.8000	NA	0	0.0000	NA	NA
contig_132193	14543	No terminal repeats	19	11	0.7999	NA	0	0.0000	NA	NA
contig_123517	6057	No terminal repeats	9	11	0.7999	NA	0	0.7887	NA	NA
contig_132480	3809	No terminal repeats	7	11	0.7999	NA	0	0.0000	NA	NA
contig_60579	64190	No terminal repeats	78	11	0.7998	NA	0	0.0000	NA	NA
contig_117183	24901	No terminal repeats	23	11	0.7998	NA	0	0.0000	NA	NA
contig_87856	20475	No terminal repeats	18	11	0.7998	NA	0	0.0000	NA	NA
contig_122617	5513	No terminal repeats	6	4	0.7997	NA	0	0.7125	NA	NA
contig_76167	9853	No terminal repeats	14	11	0.7997	NA	0	0.0000	NA	NA
contig_119735	11312	No terminal repeats	12	11	0.7996	NA	0	0.0000	NA	NA
contig_56218	10563	No terminal repeats	12	11	0.7996	NA	0	0.0000	NA	NA
contig_69857	11489	No terminal repeats	14	11	0.7995	NA	0	0.0000	NA	NA
contig_115256	33687	No terminal repeats	51	11	0.7995	NA	0	0.0000	NA	NA
contig_96692	13274	No terminal repeats	13	11	0.7995	NA	0	0.0000	NA	NA
contig_56011	55030	No terminal repeats	54	11	0.7994	NA	0	1.7851	NA	NA
contig_127516	13951	No terminal repeats	15	11	0.7994	NA	0	0.0000	NA	NA
contig_109348	4622	No terminal repeats	4	11	0.7994	NA	0	0.0000	NA	NA
contig_125084	15468	No terminal repeats	12	11	0.7994	NA	0	0.0000	NA	NA
contig_88451	26586	No terminal repeats	41	11	0.7994	NA	0	0.0000	NA	NA
contig_127371	5058	No terminal repeats	6	11	0.7993	NA	0	0.0000	NA	NA
contig_93361	15256	No terminal repeats	20	11	0.7993	NA	0	0.0000	NA	NA
contig_136271	14356	No terminal repeats	17	11	0.7992	NA	0	0.0000	NA	NA
contig_115472	21462	No terminal repeats	26	11	0.7992	NA	0	0.0000	NA	NA
contig_32936	8400	No terminal repeats	4	11	0.7992	NA	0	0.0000	NA	NA
contig_76562	6313	No terminal repeats	10	11	0.7991	NA	0	0.0000	NA	NA
contig_124559	2508	No terminal repeats	1	11	0.7990	NA	0	0.0000	NA	NA
contig_123274	11286	No terminal repeats	7	11	0.7990	NA	0	0.0000	NA	NA
contig_72055	5889	No terminal repeats	4	11	0.7990	NA	0	0.0000	NA	NA
contig_96260	2618	No terminal repeats	0	11	0.7990	NA	0	0.0000	NA	NA
contig_127362	18951	No terminal repeats	32	11	0.7989	NA	0	0.0000	NA	NA
contig_137080	3272	DTR	6	11	0.7989	NA	0	0.0000	NA	NA
contig_121279	40298	No terminal repeats	49	11	0.7988	NA	0	0.0000	NA	NA
contig_116368	24677	No terminal repeats	33	11	0.7988	NA	0	0.0000	NA	NA
contig_51926	3958	No terminal repeats	3	11	0.7987	NA	0	0.0000	NA	NA
contig_112947	2653	No terminal repeats	4	11	0.7987	NA	0	0.0000	NA	NA
contig_52477	4951	No terminal repeats	8	11	0.7987	NA	0	0.0000	NA	NA
contig_63609	4630	No terminal repeats	13	11	0.7987	NA	0	0.0000	NA	NA
contig_2256	3839	No terminal repeats	3	11	0.7986	NA	0	0.0000	NA	NA
contig_78293	5030	No terminal repeats	1	11	0.7986	NA	0	0.0000	NA	NA
contig_22460	11231	No terminal repeats	4	11	0.7984	NA	0	0.0000	NA	NA
contig_98604	3085	No terminal repeats	3	11	0.7984	NA	0	0.0000	NA	NA
contig_122958	16077	No terminal repeats	16	11	0.7984	NA	0	0.0000	NA	NA
contig_58971	13613	No terminal repeats	10	11	0.7983	NA	0	0.0000	NA	NA
contig_87952	26769	No terminal repeats	37	11	0.7983	NA	0	0.0000	NA	NA
contig_114512	57642	No terminal repeats	59	11	0.7982	NA	0	0.0000	NA	NA
contig_125089	3483	No terminal repeats	4	11	0.7982	NA	0	0.0000	NA	NA
contig_125235	4708	No terminal repeats	3	11	0.7982	NA	0	0.0000	NA	NA
contig_119133	19641	No terminal repeats	19	11	0.7979	NA	0	0.0000	NA	NA
contig_123840	2607	No terminal repeats	3	11	0.7979	NA	0	0.0000	NA	NA
contig_92082	13840	No terminal repeats	10	11	0.7979	NA	0	0.0000	NA	NA
contig_62497	24069	No terminal repeats	27	11	0.7978	NA	0	0.0000	NA	NA
contig_20299	10934	No terminal repeats	7	11	0.7978	NA	0	0.0000	NA	NA
contig_81161	7317	No terminal repeats	4	11	0.7978	NA	0	0.0000	NA	NA
contig_121384	6655	No terminal repeats	14	11	0.7977	NA	0	0.0000	NA	NA
contig_86316	12775	No terminal repeats	17	11	0.7976	NA	0	0.0000	NA	NA
contig_136857	64607	No terminal repeats	78	11	0.7976	NA	0	0.0000	NA	NA
contig_132432	11410	No terminal repeats	14	11	0.7976	NA	0	0.0000	NA	NA
contig_125941	20311	No terminal repeats	23	11	0.7976	NA	0	0.0000	NA	NA
contig_125159	10582	No terminal repeats	11	11	0.7975	NA	0	0.0000	NA	NA
contig_119795	48897	No terminal repeats	49	11	0.7975	NA	0	0.0000	NA	NA
contig_136816	45018	No terminal repeats	45	11	0.7975	NA	0	0.0000	NA	NA
contig_98032	7223	No terminal repeats	10	11	0.7974	NA	0	0.0000	NA	NA
contig_121201	28667	No terminal repeats	39	11	0.7973	NA	0	0.0000	NA	NA
contig_73873	12214	No terminal repeats	12	11	0.7973	NA	0	0.0000	NA	NA
contig_76622	11230	No terminal repeats	15	11	0.7973	NA	0	0.0000	NA	NA
contig_122063	21653	No terminal repeats	16	11	0.7973	NA	0	0.0000	NA	NA
contig_125914	6395	No terminal repeats	11	11	0.7973	NA	0	3.4418	NA	NA
contig_59128	14767	No terminal repeats	15	11	0.7972	NA	0	0.5067	NA	NA
contig_120172	24145	No terminal repeats	20	11	0.7972	NA	0	0.0000	NA	NA
contig_131826	9195	No terminal repeats	4	11	0.7972	NA	0	0.0000	NA	NA
contig_116169	8930	No terminal repeats	12	11	0.7972	NA	0	1.6356	NA	NA
contig_62647	11279	No terminal repeats	12	11	0.7971	NA	0	0.0000	NA	NA
contig_134831	35735	No terminal repeats	34	11	0.7970	NA	0	0.0000	NA	NA
contig_116275	10223	No terminal repeats	14	4	0.7970	NA	0	0.0000	NA	NA
contig_104367	4157	No terminal repeats	6	11	0.7970	NA	0	0.0000	NA	NA
contig_123203	30362	No terminal repeats	43	11	0.7970	NA	0	0.0000	NA	NA
contig_135496	3040	No terminal repeats	2	11	0.7969	NA	0	0.0000	NA	NA
contig_6739	5785	No terminal repeats	7	4	0.7969	NA	0	0.0000	NA	NA
contig_54467	33190	No terminal repeats	39	11	0.7968	NA	0	0.0000	NA	NA
contig_59430	7274	No terminal repeats	7	11	0.7968	NA	0	0.0000	NA	NA
contig_126780	10883	No terminal repeats	12	11	0.7967	NA	0	0.0000	NA	NA
contig_121458	5893	No terminal repeats	8	11	0.7967	NA	0	0.0000	NA	NA
contig_59538	42236	No terminal repeats	49	11	0.7966	NA	0	0.0000	NA	NA
contig_128043	25514	No terminal repeats	31	11	0.7966	NA	0	0.0000	NA	NA
contig_113120	9565	No terminal repeats	13	11	0.7966	NA	0	0.9629	NA	NF000493
contig_115775	4792	No terminal repeats	2	11	0.7965	NA	0	0.0000	NA	NA
contig_102164	5458	No terminal repeats	10	11	0.7965	NA	0	0.0000	NA	NA
contig_6612	2869	No terminal repeats	5	11	0.7965	NA	0	0.0000	NA	NA
contig_69592	17031	No terminal repeats	16	11	0.7965	NA	0	0.0000	NA	NA
contig_86697	10828	No terminal repeats	14	11	0.7965	NA	0	0.0000	NA	NA
contig_96623	7872	No terminal repeats	1	11	0.7964	NA	0	0.0000	NA	NA
contig_90938	16415	No terminal repeats	21	11	0.7963	NA	0	0.0000	NA	NA
contig_113601	33579	No terminal repeats	42	11	0.7963	NA	0	0.0000	NA	NA
contig_99665	17235	No terminal repeats	16	11	0.7961	NA	0	0.0000	NA	NA
contig_122988	4490	No terminal repeats	7	11	0.7961	NA	0	0.0000	NA	NA
contig_75438	11692	No terminal repeats	10	11	0.7961	NA	0	2.0724	NA	NA
contig_122092	10764	No terminal repeats	10	11	0.7960	NA	0	0.0000	NA	NA
contig_73749	28687	No terminal repeats	43	11	0.7958	NA	0	0.0000	NA	NA
contig_120687	18123	No terminal repeats	22	11	0.7958	NA	0	0.0000	NA	NA
contig_11529	6268	No terminal repeats	7	11	0.7957	NA	0	0.0000	NA	NA
contig_123553	22991	No terminal repeats	14	11	0.7957	NA	0	0.0000	NA	NA
contig_123045	7690	No terminal repeats	6	11	0.7956	NA	0	0.0000	NA	NA
contig_115577	11740	No terminal repeats	5	11	0.7956	NA	0	0.0000	NA	NA
contig_118775	20620	No terminal repeats	29	11	0.7955	NA	0	0.0000	NA	NA
contig_108259	3519	No terminal repeats	5	11	0.7953	NA	0	0.0000	NA	NA
contig_118045	17896	No terminal repeats	20	11	0.7952	NA	0	0.0000	NA	NA
contig_68085	22706	No terminal repeats	21	11	0.7952	NA	0	0.0000	NA	NA
contig_127208	10781	No terminal repeats	14	11	0.7951	NA	0	0.0000	NA	NA
contig_65521	36757	No terminal repeats	46	11	0.7951	NA	0	0.0000	NA	NA
contig_93179	6030	No terminal repeats	4	4	0.7951	NA	0	0.0000	NA	NA
contig_135533	26418	No terminal repeats	28	11	0.7951	NA	0	0.0000	NA	NA
contig_83781	6547	No terminal repeats	7	11	0.7951	NA	0	0.0000	NA	NA
contig_118019	21446	No terminal repeats	27	11	0.7950	NA	0	0.0000	NA	NA
contig_137021	3925	No terminal repeats	0	11	0.7947	NA	0	0.0000	NA	NA
contig_69009	15112	No terminal repeats	18	11	0.7947	NA	0	0.0000	NA	NA
contig_123908	29644	No terminal repeats	29	11	0.7947	NA	0	0.0000	NA	NA
contig_40349	3273	No terminal repeats	1	11	0.7947	NA	0	0.0000	NA	NA
contig_119855	31314	No terminal repeats	36	11	0.7946	NA	0	0.0000	NA	NA
contig_81813	4017	No terminal repeats	4	11	0.7946	NA	0	0.0000	NA	NA
contig_81439	6116	No terminal repeats	3	11	0.7946	NA	0	0.0000	NA	NA
contig_113996	10084	No terminal repeats	11	11	0.7946	NA	0	0.0000	NA	NA
contig_108122	14942	No terminal repeats	17	11	0.7944	NA	0	0.0000	NA	NA
contig_112120	18294	No terminal repeats	14	11	0.7944	NA	0	0.0000	NA	NA
contig_113396	20105	No terminal repeats	14	11	0.7944	NA	0	0.0000	NA	NA
contig_79901	8312	No terminal repeats	11	11	0.7943	NA	0	0.0000	NA	NA
contig_95710	11190	No terminal repeats	11	11	0.7943	NA	0	0.0000	NA	NA
contig_82275	23759	No terminal repeats	21	11	0.7942	NA	0	0.0000	NA	NA
contig_115649	11364	No terminal repeats	6	11	0.7942	NA	0	0.0000	NA	NA
contig_74433	21738	No terminal repeats	33	11	0.7942	NA	0	0.0000	NA	NA
contig_111885	18136	No terminal repeats	10	11	0.7941	NA	0	0.0000	NA	NA
contig_124481	11701	No terminal repeats	16	11	0.7940	NA	0	0.0000	NA	NA
contig_63216	3451	No terminal repeats	4	11	0.7940	NA	0	0.0000	NA	NA
contig_126983	20913	No terminal repeats	35	11	0.7940	NA	0	0.0000	NA	NA
contig_117278	17867	No terminal repeats	21	11	0.7938	NA	0	0.0000	NA	NA
contig_21870	20298	No terminal repeats	15	11	0.7938	NA	0	0.4571	NA	NA
contig_103245	3782	No terminal repeats	1	11	0.7938	NA	0	0.0000	NA	NA
contig_126654	12135	No terminal repeats	16	11	0.7937	NA	0	0.0000	NA	NA
contig_119279	24836	No terminal repeats	39	11	0.7937	NA	0	0.0000	NA	NA
contig_61819	31284	No terminal repeats	32	11	0.7937	NA	0	0.0000	NA	NA
contig_106770	46513	No terminal repeats	55	11	0.7937	NA	0	0.0000	NA	NA
contig_59738	13207	No terminal repeats	18	11	0.7936	NA	0	0.0000	NA	NA
contig_104203	3794	No terminal repeats	2	11	0.7936	NA	0	0.0000	NA	NA
contig_131855	23132	No terminal repeats	17	11	0.7936	NA	0	0.0000	NA	NA
contig_124253	19217	No terminal repeats	10	11	0.7934	NA	0	0.0000	NA	NA
contig_76555	5804	No terminal repeats	6	11	0.7934	NA	0	0.0000	NA	NA
contig_127242	8758	No terminal repeats	12	11	0.7932	NA	0	0.0000	NA	NA
contig_89012	5495	No terminal repeats	8	11	0.7932	NA	0	0.0000	NA	NA
contig_90055	11314	No terminal repeats	14	11	0.7931	NA	0	0.0000	NA	NA
contig_72931	46505	No terminal repeats	61	11	0.7931	NA	0	0.0000	NA	NA
contig_72132	30823	No terminal repeats	39	11	0.7928	NA	0	0.0000	NA	NA
contig_76556	2546	No terminal repeats	2	11	0.7928	NA	0	0.0000	NA	NA
contig_119360	39517	No terminal repeats	44	11	0.7925	NA	0	0.0000	NA	NA
contig_85226	9740	No terminal repeats	14	11	0.7925	NA	0	0.0000	NA	NA
contig_126183	51277	No terminal repeats	55	11	0.7925	NA	0	0.0000	NA	NA
contig_1013	2654	No terminal repeats	1	4	0.7924	NA	0	0.0000	NA	NA
contig_6860	3274	No terminal repeats	3	11	0.7924	NA	0	0.0000	NA	NA
contig_98540	4086	No terminal repeats	1	11	0.7924	NA	0	0.0000	NA	NA
contig_135583	7659	No terminal repeats	11	11	0.7923	NA	0	0.0000	NA	NA
contig_97593	23264	No terminal repeats	27	11	0.7923	NA	0	0.0000	NA	NA
contig_119698	15848	No terminal repeats	21	11	0.7923	NA	0	0.0000	NA	NA
contig_56330	5125	No terminal repeats	8	11	0.7922	NA	0	0.0000	NA	NA
contig_113888	45556	No terminal repeats	46	11	0.7922	NA	0	0.0000	NA	NA
contig_135193	39316	No terminal repeats	53	11	0.7922	NA	0	0.0000	NA	NA
contig_108950	34433	No terminal repeats	36	11	0.7922	NA	0	0.0000	NA	NA
contig_84700	31934	No terminal repeats	30	11	0.7921	NA	0	0.0000	NA	NA
contig_96610	4012	No terminal repeats	2	11	0.7921	NA	0	0.0000	NA	NA
contig_107392	15087	No terminal repeats	22	11	0.7921	NA	0	0.0000	NA	NA
contig_132794	24583	No terminal repeats	33	11	0.7920	NA	0	0.9576	NA	NA
contig_118422	33559	No terminal repeats	30	11	0.7920	NA	0	0.0000	NA	NA
contig_54541	17130	No terminal repeats	15	11	0.7920	NA	0	0.0000	NA	NA
contig_70409	6191	No terminal repeats	1	11	0.7918	NA	0	0.0000	NA	NA
contig_123823	35099	No terminal repeats	48	11	0.7917	NA	0	0.0000	NA	NA
contig_125257	17541	No terminal repeats	24	11	0.7917	NA	0	0.0000	NA	NA
contig_89960	5371	No terminal repeats	5	11	0.7917	NA	0	0.0000	NA	NA
contig_91104	6416	No terminal repeats	6	11	0.7916	NA	0	0.0000	NA	NA
contig_64884	6349	No terminal repeats	8	11	0.7916	NA	0	0.0000	NA	NA
contig_92721	14597	No terminal repeats	15	11	0.7916	NA	0	0.0000	NA	NA
contig_100437	15797	No terminal repeats	13	11	0.7916	NA	0	0.0000	NA	NA
contig_69130	6080	No terminal repeats	8	11	0.7916	NA	0	0.0000	NA	NA
contig_65665	4537	No terminal repeats	7	11	0.7916	NA	0	0.0000	NA	NA
contig_71621	19514	No terminal repeats	12	11	0.7916	NA	0	0.0000	NA	NA
contig_110954	16711	No terminal repeats	17	11	0.7915	NA	0	0.0000	NA	NA
contig_82230	23921	No terminal repeats	17	11	0.7915	NA	0	0.0000	NA	NA
contig_73300	15343	No terminal repeats	13	11	0.7915	NA	0	0.0000	NA	NA
contig_57750	47328	No terminal repeats	55	11	0.7914	NA	0	0.0000	NA	NA
contig_119294	16681	No terminal repeats	21	11	0.7914	NA	0	0.0000	NA	NA
contig_123838	18459	No terminal repeats	28	11	0.7914	NA	0	0.0000	NA	NA
contig_127524	2543	No terminal repeats	3	11	0.7914	NA	0	0.0000	NA	NA
contig_124945	12838	No terminal repeats	11	11	0.7914	NA	0	0.0000	NA	NA
contig_102052	15218	No terminal repeats	20	11	0.7913	NA	0	0.0000	NA	NA
contig_80231	13033	No terminal repeats	13	11	0.7913	NA	0	0.0000	NA	NA
contig_88924	5465	No terminal repeats	5	11	0.7912	NA	0	0.0000	NA	NA
contig_122618	12396	No terminal repeats	10	11	0.7912	NA	0	0.0000	NA	NA
contig_7894	6549	No terminal repeats	2	4	0.7912	NA	0	0.0000	NA	NA
contig_104055	5280	No terminal repeats	10	11	0.7912	NA	0	1.2939	NA	NA
contig_125061	11054	No terminal repeats	10	11	0.7911	NA	0	0.0000	NA	NA
contig_27601	17230	No terminal repeats	7	11	0.7910	NA	0	0.0000	NA	NA
contig_121091	10931	No terminal repeats	10	11	0.7910	NA	0	0.0000	NA	NA
contig_22077	15710	No terminal repeats	10	11	0.7909	NA	0	5.5011	NA	NA
contig_76027	2819	DTR	0	11	0.7909	NA	0	0.0000	NA	NA
contig_65218	7034	No terminal repeats	9	11	0.7908	NA	0	0.0000	NA	NA
contig_62451	12260	No terminal repeats	13	11	0.7908	NA	0	0.0000	NA	NA
contig_99713	27899	No terminal repeats	24	11	0.7908	NA	0	0.0000	NA	NA
contig_127307	26317	No terminal repeats	24	11	0.7907	NA	0	0.0000	NA	NA
contig_114408	17334	No terminal repeats	24	11	0.7907	NA	0	0.0000	NA	NA
contig_86975	6839	No terminal repeats	7	11	0.7906	NA	0	0.0000	NA	NA
contig_13772	3911	No terminal repeats	5	11	0.7905	NA	0	0.0000	NA	NA
contig_57644	38239	No terminal repeats	44	11	0.7905	NA	0	0.0000	NA	NA
contig_120196	18581	No terminal repeats	18	11	0.7905	NA	0	0.0000	NA	NA
contig_117181	18126	No terminal repeats	17	11	0.7905	NA	0	0.0000	NA	NA
contig_122867	9097	No terminal repeats	9	11	0.7905	NA	0	0.0000	NA	NA
contig_52668	15667	No terminal repeats	15	11	0.7904	NA	0	0.0000	NA	NA
contig_54762	9851	No terminal repeats	13	11	0.7904	NA	0	0.0000	NA	NA
contig_56634	12867	No terminal repeats	13	11	0.7903	NA	0	0.0000	NA	NA
contig_66247	21524	No terminal repeats	33	11	0.7903	NA	0	0.0000	NA	NA
contig_70894	4292	No terminal repeats	5	11	0.7903	NA	0	0.0000	NA	NA
contig_123343	45302	No terminal repeats	49	11	0.7902	NA	0	0.0000	NA	NA
contig_88297	13258	No terminal repeats	19	11	0.7902	NA	0	0.8708	NA	NA
contig_96199	4149	No terminal repeats	7	11	0.7901	NA	0	0.0000	NA	NA
contig_64636	27279	No terminal repeats	14	11	0.7901	NA	0	0.0000	NA	NA
contig_125582	17551	No terminal repeats	23	11	0.7901	NA	0	0.0000	NA	NA
contig_99500	85107	No terminal repeats	97	11	0.7901	NA	0	0.0000	NA	NA
contig_112774	11586	No terminal repeats	12	11	0.7899	NA	0	0.0000	NA	NA
contig_108595	45261	No terminal repeats	42	11	0.7899	NA	0	0.0000	NA	NA
contig_123123	8262	No terminal repeats	3	11	0.7898	NA	0	0.0000	NA	NA
contig_132789	2692	No terminal repeats	2	11	0.7898	NA	0	0.0000	NA	NA
contig_89384	9417	No terminal repeats	6	11	0.7897	NA	0	0.0000	NA	NA
contig_96105	17190	No terminal repeats	16	11	0.7897	NA	0	0.0000	NA	NA
contig_115000	4514	No terminal repeats	7	11	0.7896	NA	0	0.0000	NA	NA
contig_51907	4512	No terminal repeats	6	11	0.7896	NA	0	0.0000	NA	NA
contig_133636	17879	No terminal repeats	25	11	0.7895	NA	0	0.0000	NA	NA
contig_62646	24371	No terminal repeats	32	11	0.7895	NA	0	0.0000	NA	NA
contig_125118	44492	No terminal repeats	52	11	0.7895	NA	0	0.0000	NA	NA
contig_125506	4989	No terminal repeats	3	11	0.7895	NA	0	0.0000	NA	NA
contig_110154	33301	No terminal repeats	44	11	0.7894	NA	0	0.0000	NA	NA
contig_91199	10629	No terminal repeats	13	11	0.7893	NA	0	0.0000	NA	NA
contig_95773	3749	No terminal repeats	3	11	0.7893	NA	0	0.0000	NA	NA
contig_54785	2859	No terminal repeats	3	11	0.7892	NA	0	1.3307	NA	NA
contig_114182	5797	No terminal repeats	10	11	0.7892	NA	0	0.0000	NA	NA
contig_104592	4451	No terminal repeats	6	11	0.7892	NA	0	0.0000	NA	NA
contig_135147	30167	No terminal repeats	42	11	0.7892	NA	0	0.0000	NA	NA
contig_84058	29137	No terminal repeats	35	11	0.7889	NA	0	0.0000	NA	NA
contig_91918	10890	No terminal repeats	14	11	0.7889	NA	0	0.0000	NA	NA
contig_118964	16265	No terminal repeats	18	11	0.7888	NA	0	0.0000	NA	NA
contig_77010	18875	No terminal repeats	34	11	0.7888	NA	0	0.0000	NA	NA
contig_78392	7969	No terminal repeats	22	11	0.7888	NA	0	0.0000	NA	NA
contig_133156	16879	No terminal repeats	21	11	0.7887	NA	0	2.2871	NA	NA
contig_57761	2883	No terminal repeats	3	11	0.7887	NA	0	0.0000	NA	NA
contig_124200	49735	No terminal repeats	65	11	0.7887	NA	0	0.0000	NA	NA
contig_105675	26002	No terminal repeats	25	11	0.7886	NA	0	0.0000	NA	NA
contig_80933	36587	No terminal repeats	45	11	0.7886	NA	0	0.0000	NA	NA
contig_95696	10254	No terminal repeats	13	11	0.7886	NA	0	0.0000	NA	NA
contig_113394	19317	No terminal repeats	16	11	0.7886	NA	0	0.0000	NA	NA
contig_126423	4412	No terminal repeats	5	11	0.7885	NA	0	0.0000	NA	NA
contig_15129	6543	No terminal repeats	8	11	0.7885	NA	0	0.0000	NA	NA
contig_87585	6433	No terminal repeats	6	11	0.7884	NA	0	0.0000	NA	NA
contig_111503	14926	No terminal repeats	21	11	0.7884	NA	0	0.0000	NA	NA
contig_120396	30910	No terminal repeats	50	11	0.7884	NA	0	0.0000	NA	NA
contig_121829	63557	No terminal repeats	74	11	0.7884	NA	0	0.0000	NA	NA
contig_104873	15909	No terminal repeats	14	11	0.7883	NA	0	0.0000	NA	NA
contig_93935	8500	No terminal repeats	13	11	0.7883	NA	0	0.0000	NA	NA
contig_71458	14285	No terminal repeats	15	11	0.7882	NA	0	0.0000	NA	NA
contig_87214	14980	No terminal repeats	21	11	0.7881	NA	0	0.0000	NA	NA
contig_101533	10664	No terminal repeats	21	11	0.7881	NA	0	0.0000	NA	NA
contig_106160	46503	No terminal repeats	49	11	0.7880	NA	0	0.0000	NA	NA
contig_88321	4745	No terminal repeats	9	11	0.7879	NA	0	0.0000	NA	NA
contig_112509	25296	No terminal repeats	26	11	0.7879	NA	0	0.0000	NA	NA
contig_51942	11315	No terminal repeats	9	11	0.7879	NA	0	0.0000	NA	NA
contig_67029	16843	No terminal repeats	21	11	0.7879	NA	0	0.0000	NA	NA
contig_74851	18345	No terminal repeats	5	11	0.7879	NA	0	0.0000	NA	NA
contig_122795	3209	No terminal repeats	3	11	0.7878	NA	0	0.0000	NA	NA
contig_63903	11772	No terminal repeats	18	11	0.7878	NA	0	0.5907	NA	NA
contig_136000	40549	No terminal repeats	53	11	0.7877	NA	0	0.0000	NA	NA
contig_88386	14233	No terminal repeats	17	11	0.7877	NA	0	0.0000	NA	NA
contig_126754	72758	No terminal repeats	87	11	0.7876	NA	0	0.0000	NA	NA
contig_44724	2603	No terminal repeats	4	11	0.7876	NA	0	0.0000	NA	NA
contig_127058	9073	No terminal repeats	8	11	0.7876	NA	0	0.0000	NA	NA
contig_128306	11074	No terminal repeats	15	11	0.7874	NA	0	1.4563	NA	NA
contig_135981	13672	No terminal repeats	15	11	0.7874	NA	0	0.0000	NA	NA
contig_14769	3881	No terminal repeats	1	11	0.7874	NA	0	0.0000	NA	NA
