contig_id	contig_length	total_genes	viral_genes	host_genes	provirus	proviral_length	host_length	region_types	region_lengths	region_coords_bp	region_coords_genes	region_viral_genes	region_host_genes
contig_63922	3655	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_63923	4094	5	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64034	8102	10	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64036	5381	8	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64037	5287	10	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64053	61199	44	12	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64054	5369	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64128	11556	15	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64156	6833	22	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64187	15625	27	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64245	7285	14	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64303	6390	1	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64367	18938	32	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64381	4758	2	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64405	7631	16	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64406	81020	143	36	2	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64407	4692	9	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64489	3962	3	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64495	8773	9	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64496	8000	11	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64497	18524	14	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64498	11998	10	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64499	12187	18	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64500	6062	8	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64501	7940	10	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64502	5712	7	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64503	7579	11	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64504	6746	9	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64505	7435	9	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64507	3337	2	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64508	3825	3	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64509	4684	5	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64510	12770	17	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64511	9459	5	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64512	5656	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64513	9153	12	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64514	12546	18	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64515	5881	5	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64516	4193	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64517	64768	86	50	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64518	9092	8	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64519	8517	8	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64520	10522	7	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64521	5042	4	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64523	3741	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64524	5798	10	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64525	4128	3	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64526	5303	4	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64529	2968	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64530	1822	3	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64531	10051	12	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64532	12258	12	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64533	10205	10	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64535	4805	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64536	5157	7	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64537	7836	9	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64538	5574	4	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64539	5134	5	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64541	6250	5	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64542	11339	14	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64543	11622	11	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64544	11335	10	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64564	61292	145	34	5	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64567	18263	31	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64605	3821	3	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64617	7660	19	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_6464	5685	10	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64675	28460	54	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64704	12521	12	3	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64833	208075	279	136	3	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64834	19838	26	3	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64835	17750	6	1	2	Yes	5330	12420	viral,host	5330,12420	1-5330,5331-17750	1-3,4-6	1,0	0,2
contig_64843	16513	32	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64844	6953	17	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64847	2641	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64855	225771	213	3	3	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64862	12873	19	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_64868	13957	38	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65034	4957	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65048	80923	107	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65085	11376	30	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65096	10368	19	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65100	5483	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65101	7666	9	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65102	6692	7	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65103	45555	30	19	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65104	8788	10	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65110	37151	50	29	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65111	21950	25	12	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65112	39736	45	20	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65113	140868	178	107	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65114	18386	14	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65115	21667	23	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65116	13139	21	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65118	12870	11	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65149	55741	88	20	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65194	25372	49	21	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65210	28989	65	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65224	63436	103	28	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65226	14039	20	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65227	39776	64	18	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65228	43200	81	22	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65229	108454	212	63	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65230	5080	18	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65282	3355	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65318	10250	25	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65319	61655	141	33	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65322	10005	21	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65323	36264	55	19	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65327	3580	7	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65474	4679	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65475	5759	1	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65476	3456	2	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65477	3281	3	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65478	128444	188	57	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65480	5977	11	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65481	19075	38	16	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65482	14856	36	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65483	16672	36	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65546	13183	8	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65578	13415	24	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65579	697	2	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65622	78830	165	31	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65631	6012	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65642	17101	33	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65643	33485	56	10	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65647	6573	12	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65648	7063	11	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65656	4508	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65724	29864	46	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65725	3533	4	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65726	3227	5	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65727	9067	18	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65753	27316	18	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65777	9749	19	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65840	8468	17	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65843	25158	48	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65844	11289	20	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65845	10044	12	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65853	6871	8	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65854	9406	15	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65855	3587	14	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65857	46082	91	23	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65859	1000	3	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65904	3965	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65962	12587	15	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_65963	8566	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66031	37184	67	15	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66032	38889	74	18	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66033	18069	30	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66034	37847	60	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66035	5727	11	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66036	37534	77	16	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66037	3589	4	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66038	9076	22	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66051	14419	37	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66052	152027	341	75	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66074	6459	4	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66076	4386	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66084	7448	16	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66085	6773	15	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66086	7753	20	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66087	5870	14	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66088	6530	16	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66097	558	1	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66098	912	1	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66101	3952	6	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66113	6066	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66237	7188	20	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66256	64228	73	18	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66325	22339	42	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66326	8181	15	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66327	3217	7	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66328	7704	13	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66329	14414	26	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66330	14928	23	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66331	29340	49	14	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66332	3787	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66334	36492	61	16	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66352	5095	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66358	10359	25	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66359	11928	22	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66360	114405	194	65	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66361	30722	39	12	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66366	11770	11	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66399	2824	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66400	3659	9	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66452	8478	14	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66456	43929	74	24	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66457	11141	16	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66458	6521	14	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66459	45559	78	22	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66460	12529	28	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66461	37746	63	15	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66463	47516	86	27	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66465	16249	27	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66466	5147	15	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66467	7470	7	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66468	518	2	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66470	545	3	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66471	10992	13	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66472	11810	29	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66480	4936	12	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66481	15535	31	2	2	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66494	24412	60	2	2	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66509	25446	33	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66517	5765	13	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66636	31331	52	13	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66641	16018	23	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66642	21908	34	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66662	42158	93	16	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66666	77940	146	34	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66708	4036	4	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66709	7293	11	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66710	8613	18	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66711	7322	15	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66712	2846	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66714	5907	5	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66749	15164	8	1	4	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66801	9322	8	2	2	Yes	4455	4867	viral,host	4455,4867	1-4455,4456-9322	1-4,5-8	1,1	0,2
contig_66803	7965	12	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66925	27242	20	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66928	5309	11	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66955	6225	15	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_66964	7975	15	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67008	77397	90	7	2	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67061	10784	25	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67062	9253	19	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67063	11900	29	7	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67068	10525	23	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67089	3240	4	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67090	3647	4	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67093	7909	18	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67105	96751	231	62	5	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67106	23307	56	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67164	13332	35	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67224	13925	29	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67267	49866	50	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67277	11814	30	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67278	52014	130	23	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67279	26882	64	13	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67281	38141	75	12	2	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67283	53686	123	24	2	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67284	2542	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67287	4034	11	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67288	28213	63	14	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67351	28807	76	16	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67352	6059	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67353	5533	14	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67354	11036	20	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67355	63623	113	31	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67356	12042	23	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67358	9126	16	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67359	6117	21	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67393	2320	3	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67406	8195	11	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67413	8676	3	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67414	12811	10	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67416	3995	6	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67417	6228	9	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67418	5442	6	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67424	524	2	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67425	449	1	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67427	524	1	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67432	473	2	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67435	22359	36	24	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67463	3968	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67476	15475	15	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67477	5501	9	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67478	7238	7	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67483	31428	59	15	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67489	3346	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67518	31935	57	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67530	36044	65	9	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67557	6940	16	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67558	5824	13	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67559	2755	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67623	4397	6	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67659	5813	14	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67721	3147	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67739	11192	26	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67792	6850	18	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67810	8775	18	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67867	8801	9	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67877	4266	2	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_679	4082	13	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67902	9997	27	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67910	10753	15	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67967	15374	25	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_67980	42630	76	14	4	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68076	14373	24	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68100	7757	5	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68102	22096	7	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68103	18301	7	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68104	18454	9	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68105	10567	5	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68106	6722	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68130	3582	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68151	601	1	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68156	10811	21	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68165	4653	10	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68167	42657	90	17	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68168	14224	23	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68170	11401	15	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68173	20402	38	11	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68175	5053	9	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68176	11246	30	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68177	6336	20	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68232	46112	78	53	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68233	31499	31	20	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68234	18105	16	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68235	2165	2	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68237	30793	24	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68243	15147	16	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68245	3846	3	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68278	7066	13	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68281	4193	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68298	4709	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68303	20778	27	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68306	2668	3	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68461	11268	25	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68473	9013	9	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68497	181883	177	6	2	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68535	8583	14	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68575	23895	63	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68577	56786	105	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68626	12749	24	6	1	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68630	6241	4	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68631	8289	8	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68632	41877	54	24	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68633	25962	35	18	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68649	13631	17	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68669	16815	12	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68691	13713	19	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68692	36964	66	19	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68697	7311	15	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68709	2685	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
contig_68746	4465	9	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
